quiz.result_infra_subhead,quiz,RESULTS,Without proper DMARC authentication, even a clean list can land in spam. This is a fixable issue, but it needs attention before list cleaning matters.,Uygun DMARC kimlik doğrulaması olmadan temiz bir liste bile spame düşebilir. Bu düzeltilebilir bir sorundur, ancak liste temizliğinden önce ilgilenilmesi gerekir.,DNT DMARC
quiz.result_catchall_subhead,quiz,RESULTS,Catch-all domains accept everything. Validation tools cannot tell you which addresses are real. I can.,Catch-all alan adları her şeyi kabul eder. Doğrulama araçları hangi adreslerin gerçek olduğunu size söyleyemez. Ben söyleyebilirim.,
quiz.result_decay_subhead,quiz,RESULTS,No bounce spike. No warning. Just a quiet decline as dead weight accumulates and inbox providers filter you to spam.,Bounce artışı yok. Uyarı yok. Sadece ölü ağırlık biriktikçe ve gelen kutusu sağlayıcıları sizi spame filtreledikçe sessiz bir düşüş.,
quiz.result_preventive_subhead,quiz,RESULTS,Healthy lists still decay by about 22% every year. A preventative review before a big send catches recycled traps that formed since your last campaign.,Sağlıklı listeler bile her yıl yaklaşık %22 oranında bozulur. Büyük bir gönderimden önce önleyici bir inceleme, son kampanyanızdan bu yana oluşan geri dönüştürülmüş tuzakları yakalar.,
quiz.reality_noconsent,quiz,RESULTS,"We catch invalid addresses, spam traps, role accounts, and high-risk patterns that other validators miss. We're thorough. But we're also honest: no tool can catch every trap on a non-consent list because some are designed to be undetectable. That's true for every validator—we're just the ones who tell you.","Diğer doğrulayıcıların kaçırdığı geçersiz adresleri, spam tuzaklarını, rol hesaplarını ve yüksek riskli kalıpları yakalıyoruz. Titiziz. Ama aynı zamanda dürüstüz: hiçbir araç izinli olmayan bir listedeki her tuzağı yakalayamaz çünkü bazıları tespit edilemez olacak şekilde tasarlanmıştır. Bu her doğrulayıcı için geçerlidir—sadece biz size bunu söylüyoruz.",
quiz.reality_crisis,quiz,RESULTS,You need a remediation strategy, not just a clean list. I help identify the root cause and build a path back to good standing with your ESP.,Sadece temiz bir listeye değil, bir iyileştirme stratejisine ihtiyacınız var. Kök nedeni belirlemeye ve ESP'nizle tekrar iyi bir duruma gelmek için bir yol oluşturmaya yardımcı olurum.,DNT ESP
quiz.reality_toolfailure,quiz,RESULTS,Automated tools cannot see behavioral history. They check code, not context. I find the 'Valid but Dangerous' addresses they miss.,Otomatik araçlar davranışsal geçmişi göremez. Kodu kontrol ederler, bağlamı değil. Onların kaçırdığı 'Geçerli ama Tehlikeli' adresleri bulurum.,
quiz.reality_infra,quiz,RESULTS,Domain authentication tells inbox providers you are who you say you are. Without it, your emails look suspicious regardless of list quality.,Alan adı kimlik doğrulaması, gelen kutusu sağlayıcılarına kim olduğunuzu söyler. O olmadan, liste kalitesinden bağımsız olarak e-postalarınız şüpheli görünür.,
quiz.reality_catchall,quiz,RESULTS,A large percentage of business domains are catch-all. Validation marks them 'Unknown' because it cannot verify. Pattern recognition and engagement history tell a different story.,İş alan adlarının büyük bir yüzdesi catch-all'dır. Doğrulama, doğrulayamadığı için bunları 'Bilinmeyen' olarak işaretler. Kalıp tanıma ve etkileşim geçmişi farklı bir hikaye anlatır.,
quiz.reality_decay,quiz,RESULTS,This is the hardest problem to diagnose because there is no event. Your list has accumulated decay, and it is dragging down your engaged subscribers.,Bu teşhis edilmesi en zor sorundur çünkü bir olay yoktur. Listeniz bozulma biriktirmiştir ve etkileşimdeki abonelerinizi aşağı çekmektedir.,
quiz.reality_preventive,quiz,RESULTS,You are doing the right things. A safety check ensures you do not accidentally hit a trap that did not exist last time you sent.,Doğru şeyleri yapıyorsunuz. Güvenlik kontrolü, en son gönderim yaptığınızda var olmayan bir tuzağa yanlışlıkla çarpmamanızı sağlar.,
quiz.additional_issues_title,quiz,RESULTS,Other things we noticed,Fark ettiğimiz diğer şeyler,
quiz.modal_title,quiz,MODAL,Talk to a Specialist,Bir Uzmanla Konuşun,
quiz.modal_subtitle,quiz,MODAL,Tell us about your situation and we'll get back to you within 24 hours.,Bize durumunuzu anlatın, 24 saat içinde size geri dönelim.,
quiz.modal_message_placeholder,quiz,MODAL,Tell us about your situation...,Bize durumunuzu anlatın...,
quiz.capture_success,quiz,CAPTURE,Your results have been sent!,Sonuçlarınız gönderildi!,
quiz.capture_credits_bonus,quiz,CAPTURE,You've also earned 1,500 free credits.,Ayrıca 1.500 ücretsiz kredi kazandınız.,
quiz.capture_reach_out,quiz,CAPTURE,We'll reach out soon.,Yakında ulaşacağız.,
audit.badge,audit,INTRO,Free Self-Assessment,Ücretsiz Öz Değerlendirme,
audit.title,audit,INTRO,Inbox Placement Self-Audit,Gelen Kutusu Yerleşimi Öz Denetimi,
audit.subtitle,audit,INTRO,What most senders never check. Use this monthly. Be honest. This is how problems get caught before revenue drops.,Çoğu göndericinin asla kontrol etmediği şeyler. Bunu aylık kullanın. Dürüst olun. Sorunlar gelir düşmeden önce böyle yakalanır.,
audit.disclaimer,audit,INTRO,Important: This audit covers general best practices. Every business is different. A monthly newsletter has different needs than a daily SaaS notification. Some items here may not apply to you at all. The goal is awareness, not a perfect score.,Önemli: Bu denetim genel en iyi uygulamaları kapsar. Her iş farklıdır. Aylık bir bültenin günlük bir SaaS bildiriminden farklı ihtiyaçları vardır. Buradaki bazı maddeler sizin için hiç geçerli olmayabilir. Amaç farkındalıktır, mükemmel bir puan değil.,
audit.meta_time,audit,INTRO,5-7 minutes,5-7 dakika,
audit.meta_sections,audit,INTRO,10 sections,10 bölüm,
audit.meta_tips,audit,INTRO,Personalized tips,Kişiselleştirilmiş ipuçları,
audit.start_button,audit,INTRO,Start Audit,Denetimi Başlat,
audit.section_automation,audit,SECTIONS,Automation Timing,Otomasyon Zamanlaması,
audit.section_header,audit,SECTIONS,Header & Footer Hygiene,Üstbilgi ve Altbilgi Hijyeni,
audit.section_tracking,audit,SECTIONS,Tracking Domain Risk,İzleme Alan Adı Riski,
audit.section_engagement,audit,SECTIONS,Engagement Logic,Etkileşim Mantığı,
audit.section_layout,audit,SECTIONS,Layout Pattern Risk,Düzen Kalıbı Riski,
audit.section_sendtime,audit,SECTIONS,Send Time Logic,Gönderim Zamanı Mantığı,
audit.section_migration,audit,SECTIONS,ESP Migration Risk,ESP Geçiş Riski,
audit.section_subject,audit,SECTIONS,Subject vs Preview Trust,Konu ve Önizleme Güveni,
audit.section_spam,audit,SECTIONS,Spam Folder Rendering,Spam Klasörü Görünümü,
audit.section_validation,audit,SECTIONS,Validation Frequency,Doğrulama Sıklığı,
audit.grade_strong,audit,RESULTS,Strong Foundation,Güçlü Temel,
audit.grade_attention,audit,RESULTS,Needs Attention,Dikkat Gerektiriyor,
audit.grade_risk,audit,RESULTS,High Risk,Yüksek Risk,
audit.out_of_100,audit,RESULTS,out of 100,100 üzerinden,
audit.score_by_section,audit,RESULTS,Score by Section,Bölüme Göre Puan,
audit.next_section,audit,BUTTONS,Next Section,Sonraki Bölüm,
audit.see_results,audit,BUTTONS,See Results,Sonuçları Gör,
audit.retake,audit,BUTTONS,Retake Audit,Denetimi Tekrarla,
audit.save_title,audit,CAPTURE,Save Your Results,Sonuçlarınızı Kaydedin,
audit.send_report,audit,CAPTURE,Send My Report,Raporumu Gönder,
audit.report_sent,audit,CAPTURE,Report Sent!,Rapor Gönderildi!,
audit.save_subtitle,audit,CAPTURE,Get a detailed report emailed and optionally join our waitlist.,Ayrıntılı bir raporu e-postayla alın ve isteğe bağlı olarak bekleme listemize katılın.,
audit.capture_newsletter,audit,CAPTURE,"Monthly deliverability insights (no spam, just signal)","Aylık deliverability içgörüleri (spam yok, sadece bilgi)",
audit.capture_bonus,audit,CAPTURE,1,500 credits when we launch,Başladığımızda 1.500 kredi,
audit.capture_waitlist,audit,CAPTURE,Notify me when self-serve launches,Self-servis başladığında bana bildir,
audit.capture_contact,audit,CAPTURE,Have someone reach out to discuss my audit results (no sales pitch),Denetim sonuçlarımı tartışmak için birinin bana ulaşmasını istiyorum (satış yok),
audit.capture_skip,audit,CAPTURE,"Skip, I'll just review on screen","Atla, sadece ekranda inceleyeceğim",
audit.recommendations_title,audit,RESULTS,Action Items by Section,Bölüme Göre Eylem Öğeleri,
audit.recommendations_subtitle,audit,RESULTS,Everything flagged based on your answers. Review what applies to you:,Cevaplarınıza göre işaretlenen her şey. Sizin için geçerli olanları inceleyin:,
audit.sos_title,audit,SOS PLUG,Not Sure What Applies to You?,Sizin İçin Neyin Geçerli Olduğundan Emin Değil misiniz?,
audit.sos_desc,audit,SOS PLUG,Every business is different. What's critical for a daily sender might be irrelevant for a monthly newsletter. If you're unsure which items actually matter for your situation, talk to someone who's seen it all.,Her iş farklıdır. Günlük bir gönderici için kritik olan şey, aylık bir bülten için önemsiz olabilir. Durumunuz için hangi öğelerin gerçekten önemli olduğundan emin değilseniz, her şeyi görmüş biriyle konuşun.,
audit.sos_badge,audit,SOS PLUG,Free. No pitch. Just answers.,Ücretsiz. Satış yok. Sadece cevaplar.,
audit.sos_card_desc,audit,SOS PLUG,"The SOS Hotline connects you with YT, a deliverability specialist who's cleaned thousands of lists and diagnosed hundreds of sending problems. Ask anything.","SOS Hattı sizi binlerce listeyi temizlemiş ve yüzlerce gönderim sorununu teşhis etmiş bir teslim edilebilirlik uzmanı olan YT ile bağlar. Her şeyi sorun.",DNT SOS Hotline, YT
audit.sos_cta,audit,SOS PLUG,Talk to a Specialist,Bir Uzmanla Konuşun,
audit.sos_learn_more,audit,SOS PLUG,Learn About SOS Hotline,SOS Hattı Hakkında Bilgi Edinin,DNT SOS Hotline
audit.testimonial_quote,audit,TESTIMONIAL,Review My Emails goes beyond standard tools by identifying risky patterns others miss.,Review My Emails, başkalarının kaçırdığı riskli kalıpları belirleyerek standart araçların ötesine geçer.,DNT Review My Emails
audit.testimonial_author,audit,TESTIMONIAL,"Julia S., Italy","Julia S., İtalya",DNT
audit.get_cleaning,audit,BUTTONS,Get Expert List Cleaning,Uzman Liste Temizliği Alın,
about.email_link,about,CONTENT,Email,E-posta,
about.founder_title,about,CONTENT,"Founder, Review My Emails","Kurucu, Review My Emails",
audit.back,audit,CONTENT,Back,Geri,
audit.built_by,audit,CONTENT,Built by,Tarafından yapıldı,
audit.get_cleaned,audit,CONTENT,Get Your List Cleaned,Listenizi Temizletin,
audit.important,audit,CONTENT,Important:,Önemli:,
audit.what_cover,audit,CONTENT,What we'll cover,Neleri kapsayacağız,
contact.modal_subtitle,common,CONTACT MODAL,Tell us what you're working on. We'll get back to you within one business day.,Bize ne üzerinde çalıştığınızı söyleyin. Size bir iş günü içinde geri döneceğiz.,
contact.modal_title,common,CONTACT MODAL,Get in Touch,İletişime Geçin,
contact.submit,common,CONTACT MODAL,Send Message,Mesaj Gönder,
footer.legal,common,FOOTER,Privacy Policy · Terms,Gizlilik Politikası · Şartlar,
form.email_label,common,FORM FIELDS,Email \*,E-posta \*,
form.message_hint,common,FORM FIELDS,Optional - but helps us prepare for the conversation.,İsteğe bağlı - ancak görüşmeye hazırlanmamıza yardımcı olur.,
form.message_label,common,FORM FIELDS,Message,Mesaj,
form.message_optional_label,common,FORM FIELDS,Message (optional),Mesaj (isteğe bağlı),
form.name_label,common,FORM FIELDS,Name \*,İsim \*,
form.timezone_label,common,FORM FIELDS,Timezone (optional),Saat Dilimi (isteğe bağlı),
form.timezone_select,common,FORM FIELDS,Select your timezone,Saat diliminizi seçin,
form.timezone_select_optional,common,FORM FIELDS,Select your timezone (optional),Saat diliminizi seçin (isteğe bağlı),
form.tz_alaska,common,FORM FIELDS,Alaska Time,Alaska Saati,
form.tz_central,common,FORM FIELDS,Central Time (CT),Merkezi Saat (CT),
form.tz_cet,common,FORM FIELDS,Central European Time (CET),Orta Avrupa Saati (CET),
form.tz_eastern,common,FORM FIELDS,Eastern Time (ET),Doğu Saati (ET),
form.tz_eet,common,FORM FIELDS,Eastern European Time,Doğu Avrupa Saati,
form.tz_gmt,common,FORM FIELDS,GMT / UTC,GMT / UTC,
form.tz_gulf,common,FORM FIELDS,Gulf Standard Time,Körfez Standart Saati,
form.tz_hawaii,common,FORM FIELDS,Hawaii Time,Hawaii Saati,
form.tz_india,common,FORM FIELDS,India Standard Time,Hindistan Standart Saati,
form.tz_japan,common,FORM FIELDS,Japan Standard Time,Japonya Standart Saati,
form.tz_london,common,FORM FIELDS,London (GMT/BST),Londra (GMT/BST),
form.tz_mountain,common,FORM FIELDS,Mountain Time (MT),Dağ Saati (MT),
form.tz_nz,common,FORM FIELDS,New Zealand Time,Yeni Zelanda Saati,
form.tz_other,common,FORM FIELDS,Other,Diğer,
form.tz_pacific,common,FORM FIELDS,Pacific Time (PT),Pasifik Saati (PT),
form.tz_singapore,common,FORM FIELDS,Singapore Time,Singapur Saati,
form.tz_sydney,common,FORM FIELDS,Australian Eastern Time,Avustralya Doğu Saati,
modal.subtitle,common,CONTACT MODAL,Tell us about your situation and we'll get back to you within 24 hours.,Bize durumunuzu anlatın, 24 saat içinde size geri dönelim.,
ui.message_received,common,UI,Message Received,Mesaj Alındı,
ui.message_sent,common,UI,Message Sent!,Mesaj Gönderildi!,
ui.request_received,common,UI,Request Received,Talep Alındı,
ui.response_time,common,UI,We'll get back to you within 24-48 hours.,24-48 saat içinde size geri döneceğiz.,
ui.response_time_business,common,UI,We'll get back to you within one business day.,Bir iş günü içinde size geri döneceğiz.,
Key,Page,Section,English,Turkish,Notes
dfy.hero_title,done-for-you,HERO,Validators check addresses. I read risk.,Doğrulayıcılar adresleri kontrol eder. Ben riski okurum.,
dfy.hero_subtitle,done-for-you,HERO,"Your list isn't broken. The assumptions behind it are. I read lists the way experience taught me, not the way software defaults to.","Listeniz bozuk değil. Arkasındaki varsayımlar öyle. Listeleri yazılımın varsayılanlarıyla değil, deneyimimin bana öğrettiği şekilde okurum.",
dfy.hero_cta,done-for-you,HERO,Get My List Cleaned,Listemi Temizle,
dfy.hero_cta_secondary,done-for-you,HERO,Contact Us First,Önce Bize Ulaşın,
dfy.output_title,done-for-you,OUTPUT,What You Get Back,Ne Geri Alırsınız,
dfy.output_subtitle,done-for-you,OUTPUT,"Your list sorted into three buckets, with the labels and reasoning behind each decision.","Listeniz, her kararın arkasındaki etiketler ve gerekçelerle üç gruba ayrılır.",
dfy.output_safe,done-for-you,OUTPUT,Safe to Mail,Gönderim İçin Güvenli (Safe),
dfy.output_safe_desc,done-for-you,OUTPUT,"No flags found. Domain checks out, validation passed, no risk signals. These are clear to send.","Herhangi bir bayrak bulunamadı. Alan adı doğrulandı, doğrulama geçti, risk sinyali yok. Bunlar gönderim için temiz.",
dfy.output_yellow,done-for-you,OUTPUT,Yellow Flags,Sarı Bayraklar (Yellow Flags),
dfy.output_yellow_desc,done-for-you,OUTPUT,Each address comes with specific labels explaining why it landed here. Context matters. How you segment and send to these decides the outcome.,Her adres, neden burada olduğunu açıklayan özel etiketlerle gelir. Bağlam önemlidir. Bunları nasıl segmentlere ayırıp gönderim yapacağınız sonucu belirler.,
dfy.output_donotmail,done-for-you,OUTPUT,Do Not Mail,Gönderme (Do Not Mail),
dfy.output_donotmail_desc,done-for-you,OUTPUT,"Each address comes with specific labels explaining why. Invalid, trap-likely, disposable, or other risk signals. Don't send here.","Her adres nedenini açıklayan özel etiketlerle gelir. Geçersiz (Invalid), tuzak ihtimali (Trap), geçici (Disposable) veya diğer risk sinyalleri. Buraya göndermeyin.",
dfy.output_note,done-for-you,OUTPUT,You also get the validation and DNS data that informed each decision. Not just buckets. The full picture.,Ayrıca her kararı bilgilendiren doğrulama ve DNS verilerini de alırsınız. Sadece gruplar değil. Resmin tamamı.,
dfy.howread_title,done-for-you,HOW I READ,How I Read Your List,Listenizi Nasıl Okuyorum,
dfy.howread_beyond,done-for-you,HOW I READ,I Look Beyond the Address,Adresin Ötesine Bakarım,
dfy.howread_beyond_desc,done-for-you,HOW I READ,"Domain behavior, history, and patterns across your entire list. Context, not just existence. An address that ""works"" can still be dangerous.","Tüm listenizdeki alan adı davranışı, geçmişi ve kalıpları. Bağlam, sadece varoluş değil. ""Çalışan"" bir adres hala tehlikeli olabilir.",
dfy.howread_miss,done-for-you,HOW I READ,I Check What Others Miss,Başkalarının Kaçırdığını Kontrol Ederim,
dfy.howread_miss_desc,done-for-you,HOW I READ,"Traps, role accounts, toxic domains, disposable patterns. The things that don't bounce but still hurt you. I've learned what to look for.","Tuzaklar, rol hesapları, toksik alan adları, geçici kalıplar. Geri dönmeyen (bounce etmeyen) ama yine de size zarar veren şeyler. Neye bakmam gerektiğini öğrendim.",
dfy.howread_reasoning,done-for-you,HOW I READ,I Explain My Reasoning,Gerekçemi Açıklarım,
dfy.howread_reasoning_desc,done-for-you,HOW I READ,"Not just labels. You get the thinking behind each decision so you understand why, and can make smarter calls next time.","Sadece etiketler değil. Her kararın arkasındaki düşünceyi alırsınız, böylece nedenini anlar ve bir dahaki sefere daha akıllıca kararlar verebilirsiniz.",
dfy.process_title,done-for-you,PROCESS,How It Works,Nasıl Çalışır,
dfy.process_subtitle,done-for-you,PROCESS,Simple process. Expert execution.,Basit süreç. Uzman uygulama.,
dfy.step1_title,done-for-you,PROCESS,Send Us Your List,Listenizi Bize Gönderin,
dfy.step2_title,done-for-you,PROCESS,I Read Your List,Listenizi Okuyorum,
dfy.step3_title,done-for-you,PROCESS,Get Labeled Results Back,Etiketlenmiş Sonuçları Alın,
dfy.step4_title,done-for-you,PROCESS,Optional: Book a Walkthrough Call,İsteğe Bağlı: Bir Açıklama Görüşmesi Ayarlayın,
dfy.consult_title,done-for-you,CONSULTATION,Not Sure What You Need?,Neye İhtiyacınız Olduğundan Emin Değil misiniz?,
dfy.consult_card,done-for-you,CONSULTATION,1:1 Call with YT,YT ile Birebir Görüşme,DNT YT
dfy.consult_cta,done-for-you,CONSULTATION,Book a Free Consultation,Ücretsiz Danışmanlık Ayarlayın,
dfy.whofor_title,done-for-you,WHO FOR,Who This Is For,Bu Kimin İçin,
dfy.whofor_yes,done-for-you,WHO FOR,This Is For You If,Bu Sizin İçin Eğer,
dfy.whofor_no,done-for-you,WHO FOR,Not For You If,Bu Sizin İçin Değil Eğer,
dfy.whofor_partner,done-for-you,WHO FOR,Connect With a Partner,Bir Ortakla Bağlantı Kurun,
dfy.pricing_title,done-for-you,PRICING,Pricing,Fiyatlandırma,
dfy.notsure_title,done-for-you,PRICING,Not Sure Yet?,Henüz Emin Değil misiniz?,
dfy.notsure_cta,done-for-you,PRICING,Learn About SOS Hotline,SOS Hattı Hakkında Bilgi Edinin,DNT SOS Hotline
dfy.cta_title,done-for-you,CTA,Ready to Know What's Actually In Your List?,Listenizde Gerçekten Ne Olduğunu Bilmeye Hazır mısınız?,
dfy.cta_subtitle,done-for-you,CTA,"Send it over. I'll tell you what to keep, what to watch, and what to never send to again. With the reasoning behind every call.","Gönderin. Neyi saklayacağınızı, neyi izleyeceğinizi ve neye bir daha asla göndermeyeceğinizi söyleyeceğim. Her kararın arkasındaki gerekçeyle birlikte.",
dfy.cta_footer,done-for-you,CTA,Most lists returned within 24-48 hours.,Çoğu liste 24-48 saat içinde iade edilir.,
dfy.label_keep,done-for-you,OUTPUT,Keep,Sakla (Keep),DNT Keep
dfy.label_monitor,done-for-you,OUTPUT,Monitor,İzle (Monitor),DNT Monitor
dfy.label_suppress,done-for-you,OUTPUT,Suppress,Kaldır (Suppress),DNT Suppress
dfy.step1_desc,done-for-you,PROCESS,"CSV, Excel, whatever you have. We have seen it all. No judgment, no questions.","CSV, Excel, elinizde ne varsa. Hepsini gördük. Yargılama yok, soru yok.",
dfy.step2_desc,done-for-you,PROCESS,"Every address gets examined. Domain patterns, history, risk signals. The full picture, not just a validity check.","Her adres incelenir. Alan adı kalıpları, geçmiş, risk sinyalleri. Sadece bir geçerlilik kontrolü değil, resmin tamamı.",
dfy.step3_desc,done-for-you,PROCESS,"Keep, Monitor, or Suppress. With the specific reasons behind each decision. You will know what to do and why.","Sakla, İzle veya Kaldır. Her kararın arkasındaki belirli nedenlerle. Ne yapacağınızı ve nedenini bileceksiniz.",
dfy.step4_desc,done-for-you,PROCESS,Talk through the results with me. Understand what we found and plan your next steps.,Sonuçları benimle konuşun. Ne bulduğumuzu anlayın ve sonraki adımlarınızı planlayın.,
dfy.consult_subtitle,done-for-you,CONSULTATION,No pressure, no pitch. Let's talk through your situation and figure out if list cleaning is even the right move.,Baskı yok, satış konuşması yok. Durumunuzu konuşalım ve liste temizliğinin doğru hamle olup olmadığını anlayalım.,
dfy.consult_badge,done-for-you,CONSULTATION,First Free Consultation,İlk Ücretsiz Danışmanlık,
dfy.consult_card_desc,done-for-you,CONSULTATION,Tell me what's going on with your list, your sending, your concerns. I'll give you my honest take on what you actually need—even if it's not me.,Listenizle, gönderiminizle, endişelerinizle ilgili neler olduğunu anlatın. Aslında neye ihtiyacınız olduğu konusunda dürüst fikrimi vereceğim—ben olmasam bile.,
dfy.consult_duration,done-for-you,CONSULTATION,15-30 minutes. No commitment required.,15-30 dakika. Taahhüt gerekmez.,
dfy.consult_topics_label,done-for-you,CONSULTATION,We can discuss,Şunları tartışabiliriz,
dfy.consult_topic1,done-for-you,CONSULTATION,Whether list cleaning makes sense for your situation,Liste temizliğinin durumunuz için mantıklı olup olmadığı,
dfy.consult_topic2,done-for-you,CONSULTATION,What's likely causing your deliverability issues,Teslim edilebilirlik sorunlarınıza muhtemelen neyin neden olduğu,
dfy.consult_topic3,done-for-you,CONSULTATION,Which service level fits your needs,Hangi hizmet seviyesinin ihtiyaçlarınıza uyduğu,
dfy.consult_topic4,done-for-you,CONSULTATION,Timeline and turnaround expectations,Zaman çizelgesi ve geri dönüş beklentileri,
dfy.consult_topic5,done-for-you,CONSULTATION,Questions about the process,Süreçle ilgili sorular,
dfy.whofor_yes1,done-for-you,WHO FOR,Running campaigns but seeing declining engagement,Kampanyalar yürütüyor ancak etkileşimin düştüğünü görüyorsunuz,
dfy.whofor_yes2,done-for-you,WHO FOR,"Worried about bounces, complaints, or blocklists",Bounce'lar, şikayetler veya blok listeleri hakkında endişelisiniz,
dfy.whofor_yes3,done-for-you,WHO FOR,Inheriting a list you did not build,Sizin oluşturmadığınız bir listeyi devraldınız,
dfy.whofor_yes4,done-for-you,WHO FOR,"Under pressure to ""just send"" but sensing risk","""Sadece gönder"" baskısı altındasınız ama risk hissediyorsunuz",
dfy.whofor_yes5,done-for-you,WHO FOR,Trying to explain deliverability risks internally,Teslim edilebilirlik risklerini şirket içinde açıklamaya çalışıyorsunuz,
dfy.whofor_no1,done-for-you,WHO FOR,You want someone to write or send campaigns for you,Birinin sizin yerinize kampanya yazmasını veya göndermesini istiyorsunuz,
dfy.whofor_no2,done-for-you,WHO FOR,You need ESP migration or setup help,ESP geçişi veya kurulum yardımı istiyorsunuz,DNT ESP
dfy.whofor_no3,done-for-you,WHO FOR,You want ongoing managed services,Devam eden yönetim hizmetleri istiyorsunuz,
dfy.whofor_no4,done-for-you,WHO FOR,You need content or design work,İçerik veya tasarım çalışmasına ihtiyacınız var,
dfy.testimonial_quote,done-for-you,TESTIMONIAL,The SOS Hotline gave me extremely helpful guidance. Yanna-Torry cleaned our list and supported us beyond the call.,SOS Hattı bana son derece yararlı rehberlik sağladı. Yanna-Torry listemizi temizledi ve görüşmenin ötesinde bizi destekledi.,DNT SOS Hotline, Yanna-Torry
dfy.testimonial_author,done-for-you,TESTIMONIAL,"Megan S, UK","Megan S, İngiltere",DNT
dfy.pricing_subtitle,done-for-you,PRICING,"Volume pricing: buy more credits, pay less per credit. No contracts, no tricks.","Hacim fiyatlandırması: daha fazla kredi alın, kredi başına daha az ödeyin. Sözleşme yok, hile yok.",
dfy.pricing_contact,done-for-you,PRICING,Questions first?,Önce sorularınız mı var?,
dfy.pricing_just_ask,done-for-you,PRICING,Just ask,Sadece sorun,
dfy.notsure_desc,done-for-you,PRICING,Have a question before committing? Use the SOS Hotline. It is free. No sales pitch. Just honest answers.,Taahhüt etmeden önce bir sorunuz mu var? SOS Hattını kullanın. Ücretsizdir. Satış konuşması yok. Sadece dürüst cevaplar.,DNT SOS Hotline
partner.title,partner,HERO,Partner With Us,Bizimle Ortak Olun,
partner.subtitle,partner,HERO,Work with Review My Emails to help your clients protect their sender reputation.,Müşterilerinizin gönderici itibarını korumasına yardımcı olmak için Review My Emails ile çalışın.,DNT Review My Emails
partner.types_title,partner,TYPES,Who We Work With,Kimlerle Çalışıyoruz,
partner.esp_title,partner,TYPES,Email Service Providers,E-posta Servis Sağlayıcıları (ESP'ler),
partner.esp_desc,partner,TYPES,Help your customers maintain clean lists. Reduce complaints and bounces before they hurt your shared infrastructure.,Müşterilerinizin temiz listeler tutmasına yardımcı olun. Paylaşılan altyapınıza zarar vermeden önce şikayetleri ve bounce'ları azaltın.,
partner.agency_title,partner,TYPES,Marketing Agencies,Pazarlama Ajansları,
partner.agency_desc,partner,TYPES,Offer list hygiene as part of your email marketing services. Give clients clear recommendations, not just validation scores.,E-posta pazarlama hizmetlerinizin bir parçası olarak liste hijyeni sunun. Müşterilere sadece doğrulama puanları değil, net öneriler verin.,
partner.consultant_title,partner,TYPES,Deliverability Consultants,Teslim Edilebilirlik Danışmanları,
partner.consultant_desc,partner,TYPES,Add list interpretation to your toolkit. Get detailed analysis you can use in client reports and remediation plans.,Araç setinize liste yorumlamayı ekleyin. Müşteri raporlarında ve iyileştirme planlarında kullanabileceğiniz ayrıntılı analizler alın.,
partner.data_title,partner,TYPES,Data Providers,Veri Sağlayıcıları,
partner.data_desc,partner,TYPES,Validate the quality of email data before it reaches your customers. Reduce complaints and build trust.,E-posta verilerinin kalitesini müşterilerinize ulaşmadan önce doğrulayın. Şikayetleri azaltın ve güven inşa edin.,
partner.cta_title,partner,CTA,Interested?,İlgileniyor musunuz?,
partner.cta_subtitle,partner,CTA,Reach out to discuss how we can work together. No pitch deck required. Just tell us what you are trying to solve.,Birlikte nasıl çalışabileceğimizi tartışmak için iletişime geçin. Sunum dosyasına gerek yok. Sadece neyi çözmeye çalıştığınızı bize anlatın.,
partner.cta_button,partner,CTA,Email Us,Bize E-posta Gönderin,
partner.modal_title,partner,MODAL,Partner With Us,Bizimle Ortak Olun,
partner.modal_subtitle,partner,MODAL,Tell us about your business and we'll get back to you within 24 hours.,Bize işinizden bahsedin, 24 saat içinde size geri dönelim.,
partner.modal_placeholder,partner,MODAL,Tell us about your business and how you'd like to partner...,Bize işinizden ve nasıl ortak olmak istediğinizden bahsedin...,
partner.modal_button,partner,MODAL,Send Message,Mesaj Gönder,
partner.modal_success_title,partner,MODAL,Message Received,Mesaj Alındı,
partner.modal_success_text,partner,MODAL,We'll get back to you within 24 hours.,24 saat içinde size geri döneceğiz.,
Key,Page,Section,English,Turkish,Notes
pricing.comp_them1,pricing,COMPARISON,Validators check if an inbox exists.,Doğrulayıcılar bir gelen kutusunun var olup olmadığını kontrol eder.,
pricing.comp_us1,pricing,COMPARISON,We assess whether sending there is safe.,Oraya göndermenin güvenli olup olmadığını değerlendiririz.,
pricing.comp_them2,pricing,COMPARISON,Validators give you a status.,Doğrulayıcılar size bir durum verir.,
pricing.comp_us2,pricing,COMPARISON,We give you the reasoning behind a decision.,Size bir kararın arkasındaki gerekçeyi veririz.,
pricing.comp_them3,pricing,COMPARISON,Validators flag what bounces.,Doğrulayıcılar bounce edenleri işaretler.,
pricing.comp_us3,pricing,COMPARISON,We flag what damages your reputation without bouncing.,Biz bounce etmeden itibarınıza zarar verenleri işaretleriz.,
pricing.comp_them4,pricing,COMPARISON,Validators process volume.,Doğrulayıcılar hacmi işler.,
pricing.comp_us4,pricing,COMPARISON,We interpret patterns across your entire list.,Listenizin tamamındaki kalıpları yorumlarız.,
pricing.comp_them5,pricing,COMPARISON,Validators leave you guessing.,Doğrulayıcılar sizi tahminde bulunmaya bırakır.,
