quiz.result_infra_subhead,quiz,RESULTS,Without proper DMARC authentication, even a clean list can land in spam. This is a fixable issue, but it needs attention before list cleaning matters.,Tanpa autentikasi DMARC yang tepat, daftar yang bersih pun bisa masuk spam. Ini masalah yang bisa diperbaiki, tetapi butuh perhatian sebelum pembersihan daftar menjadi penting.,DNT DMARC
quiz.result_catchall_subhead,quiz,RESULTS,Catch-all domains accept everything. Validation tools cannot tell you which addresses are real. I can.,Domain catch-all menerima segalanya. Alat validasi tidak bisa memberi tahu Anda alamat mana yang asli. Saya bisa.,
quiz.result_decay_subhead,quiz,RESULTS,No bounce spike. No warning. Just a quiet decline as dead weight accumulates and inbox providers filter you to spam.,Tidak ada lonjakan bounce. Tidak ada peringatan. Hanya penurunan diam-diam saat beban mati menumpuk dan penyedia inbox memfilter Anda ke spam.,
quiz.result_preventive_subhead,quiz,RESULTS,Healthy lists still decay by about 22% every year. A preventative review before a big send catches recycled traps that formed since your last campaign.,Daftar yang sehat masih membusuk sekitar 22% setiap tahun. Tinjauan pencegahan sebelum pengiriman besar menangkap jebakan daur ulang yang terbentuk sejak kampanye terakhir Anda.,
quiz.reality_noconsent,quiz,RESULTS,"We catch invalid addresses, spam traps, role accounts, and high-risk patterns that other validators miss. We're thorough. But we're also honest: no tool can catch every trap on a non-consent list because some are designed to be undetectable. That's true for every validator—we're just the ones who tell you.","Kami menangkap alamat tidak valid, jebakan spam, akun peran, dan pola berisiko tinggi yang dilewatkan validator lain. Kami teliti. Tapi kami juga jujur: tidak ada alat yang bisa menangkap setiap jebakan pada daftar tanpa persetujuan karena beberapa dirancang agar tidak terdeteksi. Itu berlaku untuk setiap validator—kami hanya yang memberitahu Anda.",
quiz.reality_crisis,quiz,RESULTS,You need a remediation strategy, not just a clean list. I help identify the root cause and build a path back to good standing with your ESP.,Anda butuh strategi perbaikan, bukan hanya daftar bersih. Saya membantu mengidentifikasi akar penyebab dan membangun jalan kembali ke status baik dengan ESP Anda.,DNT ESP
quiz.reality_toolfailure,quiz,RESULTS,Automated tools cannot see behavioral history. They check code, not context. I find the 'Valid but Dangerous' addresses they miss.,Alat otomatis tidak bisa melihat riwayat perilaku. Mereka memeriksa kode, bukan konteks. Saya menemukan alamat 'Valid tapi Berbahaya' yang mereka lewatkan.,
quiz.reality_infra,quiz,RESULTS,Domain authentication tells inbox providers you are who you say you are. Without it, your emails look suspicious regardless of list quality.,Autentikasi domain memberi tahu penyedia inbox bahwa Anda adalah siapa yang Anda katakan. Tanpa itu, email Anda terlihat mencurigakan terlepas dari kualitas daftar.,
quiz.reality_catchall,quiz,RESULTS,A large percentage of business domains are catch-all. Validation marks them 'Unknown' because it cannot verify. Pattern recognition and engagement history tell a different story.,Persentase besar domain bisnis adalah catch-all. Validasi menandai mereka 'Unknown' karena tidak dapat memverifikasi. Pengenalan pola dan riwayat keterlibatan menceritakan kisah yang berbeda.,
quiz.reality_decay,quiz,RESULTS,This is the hardest problem to diagnose because there is no event. Your list has accumulated decay, and it is dragging down your engaged subscribers.,Ini masalah tersulit untuk didiagnosis karena tidak ada kejadian. Daftar Anda telah mengakumulasi pembusukan, dan itu menyeret pelanggan yang terlibat ke bawah.,
quiz.reality_preventive,quiz,RESULTS,You are doing the right things. A safety check ensures you do not accidentally hit a trap that did not exist last time you sent.,Anda melakukan hal yang benar. Pemeriksaan keamanan memastikan Anda tidak secara tidak sengaja menabrak jebakan yang tidak ada saat terakhir kali Anda mengirim.,
quiz.additional_issues_title,quiz,RESULTS,Other things we noticed,Hal-hal lain yang kami perhatikan,
quiz.modal_title,quiz,MODAL,Talk to a Specialist,Bicara dengan Spesialis,
quiz.modal_subtitle,quiz,MODAL,Tell us about your situation and we'll get back to you within 24 hours.,Beritahu kami tentang situasi Anda dan kami akan menghubungi Anda kembali dalam 24 jam.,
quiz.modal_message_placeholder,quiz,MODAL,Tell us about your situation...,Beritahu kami tentang situasi Anda...,
quiz.capture_success,quiz,CAPTURE,Your results have been sent!,Hasil Anda telah dikirim!,
quiz.capture_credits_bonus,quiz,CAPTURE,You've also earned 1,500 free credits.,Anda juga mendapatkan 1.500 kredit gratis.,
quiz.capture_reach_out,quiz,CAPTURE,We'll reach out soon.,Kami akan segera menghubungi.,
audit.badge,audit,INTRO,Free Self-Assessment,Penilaian Mandiri Gratis,
audit.title,audit,INTRO,Inbox Placement Self-Audit,Audit Mandiri Penempatan Inbox,
audit.subtitle,audit,INTRO,What most senders never check. Use this monthly. Be honest. This is how problems get caught before revenue drops.,Apa yang kebanyakan pengirim tidak pernah periksa. Gunakan ini setiap bulan. Jujurlah. Inilah cara masalah ditangkap sebelum pendapatan turun.,
audit.disclaimer,audit,INTRO,Important: This audit covers general best practices. Every business is different. A monthly newsletter has different needs than a daily SaaS notification. Some items here may not apply to you at all. The goal is awareness, not a perfect score.,Penting: Audit ini mencakup praktik terbaik umum. Setiap bisnis berbeda. Buletin bulanan memiliki kebutuhan yang berbeda dari notifikasi SaaS harian. Beberapa item di sini mungkin tidak berlaku untuk Anda sama sekali. Tujuannya adalah kesadaran, bukan skor sempurna.,
audit.meta_time,audit,INTRO,5-7 minutes,5-7 menit,
audit.meta_sections,audit,INTRO,10 sections,10 bagian,
audit.meta_tips,audit,INTRO,Personalized tips,Tip yang dipersonalisasi,
audit.start_button,audit,INTRO,Start Audit,Mulai Audit,
audit.section_automation,audit,SECTIONS,Automation Timing,Waktu Otomatisasi,
audit.section_header,audit,SECTIONS,Header & Footer Hygiene,Kebersihan Header & Footer,
audit.section_tracking,audit,SECTIONS,Tracking Domain Risk,Risiko Domain Pelacakan,
audit.section_engagement,audit,SECTIONS,Engagement Logic,Logika Keterlibatan,
audit.section_layout,audit,SECTIONS,Layout Pattern Risk,Risiko Pola Tata Letak,
audit.section_sendtime,audit,SECTIONS,Send Time Logic,Logika Waktu Pengiriman,
audit.section_migration,audit,SECTIONS,ESP Migration Risk,Risiko Migrasi ESP,
audit.section_subject,audit,SECTIONS,Subject vs Preview Trust,Kepercayaan Subjek vs Pratinjau,
audit.section_spam,audit,SECTIONS,Spam Folder Rendering,Rendering Folder Spam,
audit.section_validation,audit,SECTIONS,Validation Frequency,Frekuensi Validasi,
audit.grade_strong,audit,RESULTS,Strong Foundation,Fondasi Kuat,
audit.grade_attention,audit,RESULTS,Needs Attention,Perlu Perhatian,
audit.grade_risk,audit,RESULTS,High Risk,Risiko Tinggi,
audit.out_of_100,audit,RESULTS,out of 100,dari 100,
audit.score_by_section,audit,RESULTS,Score by Section,Skor per Bagian,
audit.next_section,audit,BUTTONS,Next Section,Bagian Selanjutnya,
audit.see_results,audit,BUTTONS,See Results,Lihat Hasil,
audit.retake,audit,BUTTONS,Retake Audit,Ulangi Audit,
audit.save_title,audit,CAPTURE,Save Your Results,Simpan Hasil Anda,
audit.send_report,audit,CAPTURE,Send My Report,Kirim Laporan Saya,
audit.report_sent,audit,CAPTURE,Report Sent!,Laporan Terkirim!,
audit.save_subtitle,audit,CAPTURE,Get a detailed report emailed and optionally join our waitlist.,Dapatkan laporan rinci melalui email dan opsional bergabung dengan daftar tunggu kami.,
audit.capture_newsletter,audit,CAPTURE,"Monthly deliverability insights (no spam, just signal)","Wawasan deliverability bulanan (tidak ada spam, hanya sinyal)",
audit.capture_bonus,audit,CAPTURE,1,500 credits when we launch,1.500 kredit saat kami meluncurkan,
audit.capture_waitlist,audit,CAPTURE,Notify me when self-serve launches,Beri tahu saya saat layanan mandiri diluncurkan,
audit.capture_contact,audit,CAPTURE,Have someone reach out to discuss my audit results (no sales pitch),Minta seseorang menghubungi untuk mendiskusikan hasil audit saya (tidak ada promosi penjualan),
audit.capture_skip,audit,CAPTURE,"Skip, I'll just review on screen","Lewati, saya hanya akan meninjau di layar",
audit.recommendations_title,audit,RESULTS,Action Items by Section,Item Tindakan per Bagian,
audit.recommendations_subtitle,audit,RESULTS,Everything flagged based on your answers. Review what applies to you:,Semua yang ditandai berdasarkan jawaban Anda. Tinjau apa yang berlaku untuk Anda:,
audit.sos_title,audit,SOS PLUG,Not Sure What Applies to You?,Tidak Yakin Apa yang Berlaku untuk Anda?,
audit.sos_desc,audit,SOS PLUG,Every business is different. What's critical for a daily sender might be irrelevant for a monthly newsletter. If you're unsure which items actually matter for your situation, talk to someone who's seen it all.,Setiap bisnis berbeda. Apa yang kritis bagi pengirim harian mungkin tidak relevan untuk buletin bulanan. Jika Anda tidak yakin item mana yang benar-benar penting untuk situasi Anda, bicaralah dengan seseorang yang sudah melihat semuanya.,
audit.sos_badge,audit,SOS PLUG,Free. No pitch. Just answers.,Gratis. Tidak ada promosi. Hanya jawaban.,
audit.sos_card_desc,audit,SOS PLUG,"The SOS Hotline connects you with YT, a deliverability specialist who's cleaned thousands of lists and diagnosed hundreds of sending problems. Ask anything.","Hotline SOS menghubungkan Anda dengan YT, spesialis deliverability yang telah membersihkan ribuan daftar dan mendiagnosis ratusan masalah pengiriman. Tanyakan apa saja.",DNT SOS Hotline, YT
audit.sos_cta,audit,SOS PLUG,Talk to a Specialist,Bicara dengan Spesialis,
audit.sos_learn_more,audit,SOS PLUG,Learn About SOS Hotline,Pelajari Lebih Lanjut Tentang Hotline SOS,DNT SOS Hotline
audit.testimonial_quote,audit,TESTIMONIAL,Review My Emails goes beyond standard tools by identifying risky patterns others miss.,Review My Emails melampaui alat standar dengan mengidentifikasi pola berisiko yang dilewatkan orang lain.,DNT Review My Emails
audit.testimonial_author,audit,TESTIMONIAL,"Julia S., Italy","Julia S., Italia",DNT
audit.get_cleaning,audit,BUTTONS,Get Expert List Cleaning,Dapatkan Pembersihan Daftar Ahli,
about.email_link,about,CONTENT,Email,Email,
about.founder_title,about,CONTENT,"Founder, Review My Emails","Pendiri, Review My Emails",
audit.back,audit,CONTENT,Back,Kembali,
audit.built_by,audit,CONTENT,Built by,Dibangun oleh,
audit.get_cleaned,audit,CONTENT,Get Your List Cleaned,Bersihkan Daftar Anda,
audit.important,audit,CONTENT,Important:,Penting:,
audit.what_cover,audit,CONTENT,What we'll cover,Apa yang akan kami bahas,
contact.modal_subtitle,common,CONTACT MODAL,Tell us what you're working on. We'll get back to you within one business day.,Ceritakan apa yang sedang Anda kerjakan. Kami akan menghubungi Anda kembali dalam satu hari kerja.,
contact.modal_title,common,CONTACT MODAL,Get in Touch,Hubungi Kami,
contact.submit,common,CONTACT MODAL,Send Message,Kirim Pesan,
footer.legal,common,FOOTER,Privacy Policy · Terms,Kebijakan Privasi · Ketentuan,
form.email_label,common,FORM FIELDS,Email \*,Email \*,
form.message_hint,common,FORM FIELDS,Optional - but helps us prepare for the conversation.,Opsional - tetapi membantu kami bersiap untuk percakapan.,
form.message_label,common,FORM FIELDS,Message,Pesan,
form.message_optional_label,common,FORM FIELDS,Message (optional),Pesan (opsional),
form.name_label,common,FORM FIELDS,Name \*,Nama \*,
form.timezone_label,common,FORM FIELDS,Timezone (optional),Zona Waktu (opsional),
form.timezone_select,common,FORM FIELDS,Select your timezone,Pilih zona waktu Anda,
form.timezone_select_optional,common,FORM FIELDS,Select your timezone (optional),Pilih zona waktu Anda (opsional),
form.tz_alaska,common,FORM FIELDS,Alaska Time,Waktu Alaska,
form.tz_central,common,FORM FIELDS,Central Time (CT),Waktu Tengah (CT),
form.tz_cet,common,FORM FIELDS,Central European Time (CET),Waktu Eropa Tengah (CET),
form.tz_eastern,common,FORM FIELDS,Eastern Time (ET),Waktu Timur (ET),
form.tz_eet,common,FORM FIELDS,Eastern European Time,Waktu Eropa Timur,
form.tz_gmt,common,FORM FIELDS,GMT / UTC,GMT / UTC,
form.tz_gulf,common,FORM FIELDS,Gulf Standard Time,Waktu Standar Teluk,
form.tz_hawaii,common,FORM FIELDS,Hawaii Time,Waktu Hawaii,
form.tz_india,common,FORM FIELDS,India Standard Time,Waktu Standar India,
form.tz_japan,common,FORM FIELDS,Japan Standard Time,Waktu Standar Jepang,
form.tz_london,common,FORM FIELDS,London (GMT/BST),London (GMT/BST),
form.tz_mountain,common,FORM FIELDS,Mountain Time (MT),Waktu Pegunungan (MT),
form.tz_nz,common,FORM FIELDS,New Zealand Time,Waktu Selandia Baru,
form.tz_other,common,FORM FIELDS,Other,Lainnya,
form.tz_pacific,common,FORM FIELDS,Pacific Time (PT),Waktu Pasifik (PT),
form.tz_singapore,common,FORM FIELDS,Singapore Time,Waktu Singapura,
form.tz_sydney,common,FORM FIELDS,Australian Eastern Time,Waktu Australia Timur,
modal.subtitle,common,CONTACT MODAL,Tell us about your situation and we'll get back to you within 24 hours.,Ceritakan tentang situasi Anda dan kami akan menghubungi Anda kembali dalam 24 jam.,
ui.message_received,common,UI,Message Received,Pesan Diterima,
ui.message_sent,common,UI,Message Sent!,Pesan Terkirim!,
ui.request_received,common,UI,Request Received,Permintaan Diterima,
ui.response_time,common,UI,We'll get back to you within 24-48 hours.,Kami akan menghubungi Anda kembali dalam 24-48 jam.,
ui.response_time_business,common,UI,We'll get back to you within one business day.,Kami akan menghubungi Anda kembali dalam satu hari kerja.,
Key,Page,Section,English,Indonesian,Notes
home.title,homepage,META & SEO,Review My Emails | Email List Cleaning That Tells You What to Do,Review My Emails | Pembersihan Daftar Email yang Memberitahu Anda Apa yang Harus Dilakukan,"DNT ""Review My Emails"""
home.meta_desc,homepage,META & SEO,"Validation tools see addresses. We see patterns, context, and risk. Then we tell you exactly what to do. Clear labels: Keep, Monitor, Suppress. With the reasoning behind each one.","Alat validasi melihat alamat. Kami melihat pola, konteks, dan risiko. Lalu kami memberi tahu Anda apa yang harus dilakukan. Label jelas: Simpan (Keep), Pantau (Monitor), Tahan (Suppress). Dengan alasan di balik setiap label.","DNT Keep/Monitor/Suppress"
home.og_title,homepage,META & SEO,Review My Emails | Email List Cleaning That Tells You What to Do,Review My Emails | Pembersihan Daftar Email yang Memberitahu Anda Apa yang Harus Dilakukan,"Same as title, for social sharing"
home.og_desc,homepage,META & SEO,"Validation tools see addresses. We see patterns, context, and risk. Then we tell you exactly what to do.","Alat validasi melihat alamat. Kami melihat pola. Kami mengidentifikasi risiko dan memberi tahu Anda dengan tepat apa langkah selanjutnya.","For social sharing"
home.hero_badge,homepage,HERO,By Yanna-Torry Aspraki,Oleh Yanna-Torry Aspraki,DNT name
home.hero_headline_1,homepage,HERO,Stop guessing what is wrong with your list.,Berhenti menebak apa yang salah dengan daftar Anda.,First line of headline
home.hero_headline_2,homepage,HERO,We find the problems tools miss.,Kami menemukan masalah yang dilewatkan oleh alat.,Second line, highlighted
home.hero_subhead,homepage,HERO,"Validation tools see addresses. We see patterns, context, and risk. Then we tell you exactly what to do.","Alat validasi hanya melihat alamat. Kami menganalisis pola dan risiko, memberi tahu Anda dengan tepat apa yang harus dilakukan.",
home.cta_primary,homepage,HERO,Get My List Cleaned,Bersihkan Daftar Saya,Main CTA button
home.hero_bridge,homepage,HERO,Most email inboxing and deliverability problems trace back to list quality.,Sebagian besar masalah inboxing dan deliverability email berawal dari kualitas daftar.,
home.hero_quiz_prefix,homepage,HERO,Not sure yet?,Belum yakin?,
home.hero_quiz_link,homepage,HERO,Take the 2-minute risk check,Ikuti pemeriksaan risiko 2 menit,
dfy.hero_title,done-for-you,HERO,Validators check addresses. I read risk.,Validator memeriksa alamat. Saya membaca risiko.,
dfy.hero_subtitle,done-for-you,HERO,"Your list isn't broken. The assumptions behind it are. I read lists the way experience taught me, not the way software defaults to.","Daftar Anda tidak rusak. Asumsi di baliknya yang salah. Saya membaca daftar dengan cara yang diajarkan pengalaman, bukan cara default perangkat lunak.",
dfy.hero_cta,done-for-you,HERO,Get My List Cleaned,Bersihkan Daftar Saya,
dfy.hero_cta_secondary,done-for-you,HERO,Contact Us First,Hubungi Kami Dulu,
dfy.output_title,done-for-you,OUTPUT,What You Get Back,Apa yang Anda Dapatkan Kembali,
dfy.output_subtitle,done-for-you,OUTPUT,"Your list sorted into three buckets, with the labels and reasoning behind each decision.","Daftar Anda disortir menjadi tiga kelompok, dengan label dan alasan di balik setiap keputusan.",
dfy.output_safe,done-for-you,OUTPUT,Safe to Mail,Aman untuk Dikirim (Safe),
dfy.output_safe_desc,done-for-you,OUTPUT,"No flags found. Domain checks out, validation passed, no risk signals. These are clear to send.","Tidak ada tanda peringatan. Domain valid, validasi lolos, tidak ada sinyal risiko. Ini aman untuk dikirim.",
dfy.output_yellow,done-for-you,OUTPUT,Yellow Flags,Bendera Kuning (Yellow Flags),
dfy.output_yellow_desc,done-for-you,OUTPUT,Each address comes with specific labels explaining why it landed here. Context matters. How you segment and send to these decides the outcome.,Setiap alamat dilengkapi dengan label khusus yang menjelaskan alasannya. Konteks itu penting. Cara Anda membagi segmen dan mengirim ke alamat ini menentukan hasilnya.,
dfy.output_donotmail,done-for-you,OUTPUT,Do Not Mail,Jangan Dikirim (Do Not Mail),
dfy.output_donotmail_desc,done-for-you,OUTPUT,"Each address comes with specific labels explaining why. Invalid, trap-likely, disposable, or other risk signals. Don't send here.","Setiap alamat dilengkapi label yang menjelaskan alasannya. Tidak valid (Invalid), kemungkinan jebakan (Trap), sekali pakai (Disposable), atau sinyal risiko lainnya. Jangan kirim ke sini.",
dfy.output_note,done-for-you,OUTPUT,You also get the validation and DNS data that informed each decision. Not just buckets. The full picture.,Anda juga mendapatkan data validasi dan DNS yang mendasari setiap keputusan. Bukan hanya pengelompokan. Gambaran lengkapnya.,
dfy.howread_title,done-for-you,HOW I READ,How I Read Your List,Bagaimana Saya Membaca Daftar Anda,
dfy.howread_beyond,done-for-you,HOW I READ,I Look Beyond the Address,Saya Melihat Lebih Dari Sekadar Alamat,
dfy.howread_beyond_desc,done-for-you,HOW I READ,"Domain behavior, history, and patterns across your entire list. Context, not just existence. An address that ""works"" can still be dangerous.","Perilaku domain, riwayat, dan pola di seluruh daftar Anda. Konteks, bukan hanya keberadaan. Alamat yang ""berfungsi"" masih bisa berbahaya.",
dfy.howread_miss,done-for-you,HOW I READ,I Check What Others Miss,Saya Memeriksa Apa yang Dilewatkan Orang Lain,
dfy.howread_miss_desc,done-for-you,HOW I READ,"Traps, role accounts, toxic domains, disposable patterns. The things that don't bounce but still hurt you. I've learned what to look for.","Jebakan (Traps), akun peran (Role accounts), domain beracun, pola sekali pakai. Hal-hal yang tidak bounce tetapi tetap merugikan Anda. Saya tahu apa yang harus dicari.",
dfy.howread_reasoning,done-for-you,HOW I READ,I Explain My Reasoning,Saya Menjelaskan Alasan Saya,
dfy.howread_reasoning_desc,done-for-you,HOW I READ,"Not just labels. You get the thinking behind each decision so you understand why, and can make smarter calls next time.","Bukan hanya label. Anda mendapatkan pemikiran di balik setiap keputusan sehingga Anda mengerti alasannya, dan bisa membuat keputusan yang lebih cerdas di lain waktu.",
sos.badge,sos-hotline,HERO,Free Service,Layanan Gratis,
sos.title,sos-hotline,HERO,Email SOS Hotline,Hotline Email SOS,DNT SOS Hotline
sos.subtitle,sos-hotline,HERO,"Free expert guidance for anyone with an email question. No sales pitch. No catch. Just honest answers from a deliverability specialist who gets emails into inboxes for a living.","Panduan ahli gratis untuk siapa saja yang memiliki pertanyaan email. Tidak ada promosi penjualan. Tidak ada jebakan. Hanya jawaban jujur dari spesialis deliverability yang kerjanya memasukkan email ke inbox.",
sos.cta,sos-hotline,HERO,Contact the SOS Hotline,Hubungi Hotline SOS,DNT SOS Hotline
sos.note,sos-hotline,HERO,"Within 48 hours. Often sooner.","Dalam 48 jam. Seringkali lebih cepat.",
sos.how_title,sos-hotline,HOW IT WORKS,How It Works,Cara Kerjanya,
sos.testimonials_title,sos-hotline,TESTIMONIALS,What People Say,Apa Kata Orang,
sos.why_title,sos-hotline,WHY FREE,Why Is This Free?,Mengapa Ini Gratis?,
sos.why_free_p1,sos-hotline,WHY FREE,"We offer real help without charging because it is the right thing to do.","Kami menawarkan bantuan nyata tanpa biaya karena itu adalah hal yang benar untuk dilakukan.",
sos.final_cta_subtext,sos-hotline,FINAL CTA,"Email us. Within 48 hours. Often sooner.","Email kami. Dalam 48 jam. Seringkali lebih cepat.",
sos.how_step1,sos-hotline,HOW IT WORKS,You send an email to the SOS Hotline,Anda mengirim email ke Hotline SOS,DNT SOS Hotline
sos.how_step2,sos-hotline,HOW IT WORKS,You receive an automatic reply confirming we got it,Anda menerima balasan otomatis yang mengonfirmasi bahwa kami menerimanya,
sos.how_step3,sos-hotline,HOW IT WORKS,YT personally reads and responds within 48 hours,Yanna-Torry membacanya secara pribadi dan merespons dalam 48 jam,DNT YT
pricing.sos_desc,pricing,SOS,Free expert support for deliverability questions. No data touched. No list processed. Just honest answers.,Dukungan ahli gratis untuk pertanyaan deliverability. Tidak menyentuh data. Tidak memproses daftar. Hanya jawaban jujur.,
pricing.sos_card_desc,pricing,SOS,"Ask any email question. Get a real answer from a real expert. No sales pitch, no strings attached.","Ajukan pertanyaan email apa pun. Dapatkan jawaban nyata dari ahli nyata. Tidak ada promosi penjualan, tidak ada ikatan.",
pricing.sos_status,pricing,SOS,"Use it before, during, or after cleaning to understand your situation.","Gunakan sebelum, selama, atau setelah pembersihan untuk memahami situasi Anda.",
sos.modal_subtitle,sos-hotline,MODAL,Tell us what's going on and we'll get back to you within 24-48 hours.,Beritahu kami apa yang terjadi dan kami akan menghubungi Anda kembali dalam 24-48 jam.,
sos.topics_headline,sos-hotline,TOPICS,If it touches email, we can help.,Jika itu menyangkut email, kami bisa membantu.,
sos.more_expert_cta,sos-hotline,BRIDGE,See the Process,Lihat Prosesnya,
Key,Page,Section,English,Indonesian,Notes
dfy.hero_title,done-for-you,HERO,Validators check addresses. I read risk.,Validator memeriksa alamat. Saya membaca risiko.,
dfy.hero_subtitle,done-for-you,HERO,"Your list isn't broken. The assumptions behind it are. I read lists the way experience taught me, not the way software defaults to.","Daftar Anda tidak rusak. Asumsi di baliknya yang salah. Saya membaca daftar dengan cara yang diajarkan pengalaman, bukan cara default perangkat lunak.",
dfy.hero_cta,done-for-you,HERO,Get My List Cleaned,Bersihkan Daftar Saya,
dfy.hero_cta_secondary,done-for-you,HERO,Contact Us First,Hubungi Kami Dulu,
dfy.output_title,done-for-you,OUTPUT,What You Get Back,Apa yang Anda Dapatkan Kembali,
dfy.output_subtitle,done-for-you,OUTPUT,"Your list sorted into three buckets, with the labels and reasoning behind each decision.","Daftar Anda disortir menjadi tiga kelompok, dengan label dan alasan di balik setiap keputusan.",
dfy.output_safe,done-for-you,OUTPUT,Safe to Mail,Aman untuk Dikirim (Safe),
dfy.output_safe_desc,done-for-you,OUTPUT,"No flags found. Domain checks out, validation passed, no risk signals. These are clear to send.","Tidak ada tanda peringatan. Domain valid, validasi lolos, tidak ada sinyal risiko. Ini aman untuk dikirim.",
dfy.output_yellow,done-for-you,OUTPUT,Yellow Flags,Bendera Kuning (Yellow Flags),
dfy.output_yellow_desc,done-for-you,OUTPUT,Each address comes with specific labels explaining why it landed here. Context matters. How you segment and send to these decides the outcome.,Setiap alamat dilengkapi dengan label khusus yang menjelaskan alasannya. Konteks itu penting. Cara Anda membagi segmen dan mengirim ke alamat ini menentukan hasilnya.,
dfy.output_donotmail,done-for-you,OUTPUT,Do Not Mail,Jangan Dikirim (Do Not Mail),
dfy.output_donotmail_desc,done-for-you,OUTPUT,"Each address comes with specific labels explaining why. Invalid, trap-likely, disposable, or other risk signals. Don't send here.","Setiap alamat dilengkapi label yang menjelaskan alasannya. Tidak valid (Invalid), kemungkinan jebakan (Trap), sekali pakai (Disposable), atau sinyal risiko lainnya. Jangan kirim ke sini.",
dfy.output_note,done-for-you,OUTPUT,You also get the validation and DNS data that informed each decision. Not just buckets. The full picture.,Anda juga mendapatkan data validasi dan DNS yang mendasari setiap keputusan. Bukan hanya pengelompokan. Gambaran lengkapnya.,
dfy.howread_title,done-for-you,HOW I READ,How I Read Your List,Bagaimana Saya Membaca Daftar Anda,
dfy.howread_beyond,done-for-you,HOW I READ,I Look Beyond the Address,Saya Melihat Lebih Dari Sekadar Alamat,
dfy.howread_beyond_desc,done-for-you,HOW I READ,"Domain behavior, history, and patterns across your entire list. Context, not just existence. An address that ""works"" can still be dangerous.","Perilaku domain, riwayat, dan pola di seluruh daftar Anda. Konteks, bukan hanya keberadaan. Alamat yang ""berfungsi"" masih bisa berbahaya.",
dfy.howread_miss,done-for-you,HOW I READ,I Check What Others Miss,Saya Memeriksa Apa yang Dilewatkan Orang Lain,
dfy.howread_miss_desc,done-for-you,HOW I READ,"Traps, role accounts, toxic domains, disposable patterns. The things that don't bounce but still hurt you. I've learned what to look for.","Jebakan (Traps), akun peran (Role accounts), domain beracun, pola sekali pakai. Hal-hal yang tidak bounce tetapi tetap merugikan Anda. Saya tahu apa yang harus dicari.",
dfy.howread_reasoning,done-for-you,HOW I READ,I Explain My Reasoning,Saya Menjelaskan Alasan Saya,
dfy.howread_reasoning_desc,done-for-you,HOW I READ,"Not just labels. You get the thinking behind each decision so you understand why, and can make smarter calls next time.","Bukan hanya label. Anda mendapatkan pemikiran di balik setiap keputusan sehingga Anda mengerti alasannya, dan bisa membuat keputusan yang lebih cerdas di lain waktu.",
dfy.process_title,done-for-you,PROCESS,How It Works,Cara Kerjanya,
dfy.process_subtitle,done-for-you,PROCESS,Simple process. Expert execution.,Proses sederhana. Eksekusi ahli.,
dfy.step1_title,done-for-you,PROCESS,Send Us Your List,Kirim Daftar Anda Kepada Kami,
dfy.step2_title,done-for-you,PROCESS,I Read Your List,Saya Membaca Daftar Anda,
dfy.step3_title,done-for-you,PROCESS,Get Labeled Results Back,Dapatkan Hasil Berlabel Kembali,
dfy.step4_title,done-for-you,PROCESS,Optional: Book a Walkthrough Call,Opsional: Pesan Panggilan Penjelasan,
dfy.consult_title,done-for-you,CONSULTATION,Not Sure What You Need?,Tidak Yakin Apa yang Anda Butuhkan?,
dfy.consult_card,done-for-you,CONSULTATION,1:1 Call with YT,Panggilan 1:1 dengan YT,DNT YT
dfy.consult_cta,done-for-you,CONSULTATION,Book a Free Consultation,Pesan Konsultasi Gratis,
dfy.whofor_title,done-for-you,WHO FOR,Who This Is For,Untuk Siapa Ini,
dfy.whofor_yes,done-for-you,WHO FOR,This Is For You If,Ini Untuk Anda Jika,
dfy.whofor_no,done-for-you,WHO FOR,Not For You If,Bukan Untuk Anda Jika,
dfy.whofor_partner,done-for-you,WHO FOR,Connect With a Partner,Terhubung Dengan Mitra,
dfy.pricing_title,done-for-you,PRICING,Pricing,Harga,
dfy.notsure_title,done-for-you,PRICING,Not Sure Yet?,Belum Yakin?,
dfy.notsure_cta,done-for-you,PRICING,Learn About SOS Hotline,Pelajari Tentang Hotline SOS,DNT SOS Hotline
dfy.cta_title,done-for-you,CTA,Ready to Know What's Actually In Your List?,Siap Mengetahui Apa yang Sebenarnya Ada di Daftar Anda?,
dfy.cta_subtitle,done-for-you,CTA,"Send it over. I'll tell you what to keep, what to watch, and what to never send to again. With the reasoning behind every call.","Kirimkan. Saya akan memberi tahu Anda apa yang harus disimpan, apa yang harus diawasi, dan apa yang tidak boleh dikirimi lagi. Dengan alasan di balik setiap keputusan.",
dfy.cta_footer,done-for-you,CTA,Most lists returned within 24-48 hours.,Sebagian besar daftar dikembalikan dalam 24-48 jam.,
dfy.label_keep,done-for-you,OUTPUT,Keep,Simpan (Keep),DNT Keep
dfy.label_monitor,done-for-you,OUTPUT,Monitor,Pantau (Monitor),DNT Monitor
dfy.label_suppress,done-for-you,OUTPUT,Suppress,Tahan (Suppress),DNT Suppress
dfy.step1_desc,done-for-you,PROCESS,"CSV, Excel, whatever you have. We have seen it all. No judgment, no questions.","CSV, Excel, apa pun yang Anda miliki. Kami sudah melihat semuanya. Tidak ada penghakiman, tidak ada pertanyaan.",
