quiz.result_infra_subhead,quiz,RESULTS,Without proper DMARC authentication, even a clean list can land in spam. This is a fixable issue, but it needs attention before list cleaning matters.,بدون توثيق DMARC سليم، حتى القائمة النظيفة قد تصل للسبام. هذه مشكلة قابلة للإصلاح، لكنها تحتاج لاهتمام قبل أن يصبح تنظيف القائمة مهماً.,DNT DMARC
quiz.result_catchall_subhead,quiz,RESULTS,Catch-all domains accept everything. Validation tools cannot tell you which addresses are real. I can.,نطاقات Catch-all تقبل كل شيء. أدوات التحقق لا تستطيع إخبارك أي العناوين حقيقي. أنا أستطيع.,
quiz.result_decay_subhead,quiz,RESULTS,No bounce spike. No warning. Just a quiet decline as dead weight accumulates and inbox providers filter you to spam.,لا ارتفاع مفاجئ في الارتداد. لا تحذير. مجرد انخفاض هادئ مع تراكم العناوين الميتة وقيام مزودي البريد بفلترتك إلى السبام.,
quiz.result_preventive_subhead,quiz,RESULTS,Healthy lists still decay by about 22% every year. A preventative review before a big send catches recycled traps that formed since your last campaign.,القوائم الصحية لا تزال تتدهور بحوالي 22% سنوياً. المراجعة الوقائية قبل إرسال كبير تلتقط الفخاخ المعاد تدويرها التي تشكلت منذ حملتك الأخيرة.,
quiz.reality_noconsent,quiz,RESULTS,"We catch invalid addresses, spam traps, role accounts, and high-risk patterns that other validators miss. We're thorough. But we're also honest: no tool can catch every trap on a non-consent list because some are designed to be undetectable. That's true for every validator—we're just the ones who tell you.","نحن نلتقط العناوين غير الصالحة، وفخاخ السبام، وحسابات الأدوار، والأنماط عالية المخاطر التي يفوتها المدققون الآخرون. نحن دقيقون. لكننا صادقون أيضاً: لا توجد أداة يمكنها التقاط كل فخ في قائمة غير مصرح بها لأن بعضها مصمم ليكون غير قابل للكشف. هذا صحيح لكل مدقق—نحن فقط من نخبرك بذلك.",
quiz.reality_crisis,quiz,RESULTS,You need a remediation strategy, not just a clean list. I help identify the root cause and build a path back to good standing with your ESP.,أنت بحاجة لاستراتيجية علاج، ليس مجرد قائمة نظيفة. أساعد في تحديد السبب الجذري وبناء مسار للعودة لوضع جيد مع ESP الخاص بك.,DNT ESP
quiz.reality_toolfailure,quiz,RESULTS,Automated tools cannot see behavioral history. They check code, not context. I find the 'Valid but Dangerous' addresses they miss.,الأدوات الآلية لا ترى التاريخ السلوكي. هي تفحص الكود، وليس السياق. أنا أجد العناوين 'الصالحة لكن خطرة' التي يفوتونها.,
quiz.reality_infra,quiz,RESULTS,Domain authentication tells inbox providers you are who you say you are. Without it, your emails look suspicious regardless of list quality.,توثيق النطاق يخبر مزودي البريد أنك الشخص الذي تدعيه. بدونه، تبدو رسائلك مشبوهة بغض النظر عن جودة القائمة.,
quiz.reality_catchall,quiz,RESULTS,A large percentage of business domains are catch-all. Validation marks them 'Unknown' because it cannot verify. Pattern recognition and engagement history tell a different story.,نسبة كبيرة من نطاقات الأعمال هي catch-all. التحقق يضع عليها علامة 'Unknown' لأنه لا يستطيع التأكد. التعرف على الأنماط وتاريخ التفاعل يروي قصة مختلفة.,
quiz.reality_decay,quiz,RESULTS,This is the hardest problem to diagnose because there is no event. Your list has accumulated decay, and it is dragging down your engaged subscribers.,هذه أصعب مشكلة للتشخيص لأنه لا يوجد حدث معين. قائمتك راكمت تدهوراً، وهذا يسحب المشتركين المتفاعلين معك للأسفل.,
quiz.reality_preventive,quiz,RESULTS,You are doing the right things. A safety check ensures you do not accidentally hit a trap that did not exist last time you sent.,أنت تفعل الأشياء الصحيحة. فحص الأمان يضمن أنك لن تصيب فخاً عن طريق الخطأ لم يكن موجوداً في المرة الأخيرة التي أرسلت فيها.,
quiz.additional_issues_title,quiz,RESULTS,Other things we noticed,أشياء أخرى لاحظناها,
quiz.modal_title,quiz,MODAL,Talk to a Specialist,تحدث إلى أخصائي,
quiz.modal_subtitle,quiz,MODAL,Tell us about your situation and we'll get back to you within 24 hours.,أخبرنا عن وضعك وسنعود إليك خلال 24 ساعة.,
quiz.modal_message_placeholder,quiz,MODAL,Tell us about your situation...,أخبرنا عن وضعك...,
quiz.capture_success,quiz,CAPTURE,Your results have been sent!,تم إرسال نتائجك!,
quiz.capture_credits_bonus,quiz,CAPTURE,You've also earned 1,500 free credits.,لقد ربحت أيضاً 1,500 رصيد مجاني.,
quiz.capture_reach_out,quiz,CAPTURE,We'll reach out soon.,سنتواصل معك قريباً.,
audit.badge,audit,INTRO,Free Self-Assessment,تقييم ذاتي مجاني,
audit.title,audit,INTRO,Inbox Placement Self-Audit,تدقيق ذاتي لوصول البريد (Inbox Placement),
audit.subtitle,audit,INTRO,What most senders never check. Use this monthly. Be honest. This is how problems get caught before revenue drops.,ما لا يتحقق منه معظم المرسلين أبداً. استخدم هذا شهرياً. كن صادقاً. هكذا يتم كشف المشاكل قبل انخفاض الإيرادات.,
audit.disclaimer,audit,INTRO,Important: This audit covers general best practices. Every business is different. A monthly newsletter has different needs than a daily SaaS notification. Some items here may not apply to you at all. The goal is awareness, not a perfect score.,هام: يغطي هذا التدقيق أفضل الممارسات العامة. كل عمل مختلف. النشرة الإخبارية الشهرية لها احتياجات مختلفة عن إشعارات SaaS اليومية. بعض العناصر هنا قد لا تنطبق عليك إطلاقاً. الهدف هو الوعي، وليس الدرجة الكاملة.,
audit.meta_time,audit,INTRO,5-7 minutes,5-7 دقائق,
audit.meta_sections,audit,INTRO,10 sections,10 أقسام,
audit.meta_tips,audit,INTRO,Personalized tips,نصائح مخصصة,
audit.start_button,audit,INTRO,Start Audit,ابدأ التدقيق,
audit.section_automation,audit,SECTIONS,Automation Timing,توقيت الأتمتة,
audit.section_header,audit,SECTIONS,Header & Footer Hygiene,نظافة الترويسة والتذييل,
audit.section_tracking,audit,SECTIONS,Tracking Domain Risk,مخاطر نطاق التتبع,
audit.section_engagement,audit,SECTIONS,Engagement Logic,منطق التفاعل,
audit.section_layout,audit,SECTIONS,Layout Pattern Risk,مخاطر نمط التخطيط,
audit.section_sendtime,audit,SECTIONS,Send Time Logic,منطق وقت الإرسال,
audit.section_migration,audit,SECTIONS,ESP Migration Risk,مخاطر الانتقال بين مزودي البريد (ESP),
audit.section_subject,audit,SECTIONS,Subject vs Preview Trust,ثقة الموضوع مقابل المعاينة,
audit.section_spam,audit,SECTIONS,Spam Folder Rendering,العرض في مجلد السبام,
audit.section_validation,audit,SECTIONS,Validation Frequency,تكرار التحقق,
audit.grade_strong,audit,RESULTS,Strong Foundation,أساس قوي,
audit.grade_attention,audit,RESULTS,Needs Attention,يحتاج لاهتمام,
audit.grade_risk,audit,RESULTS,High Risk,عالي المخاطر,
audit.out_of_100,audit,RESULTS,out of 100,من 100,
audit.score_by_section,audit,RESULTS,Score by Section,الدرجة حسب القسم,
audit.next_section,audit,BUTTONS,Next Section,القسم التالي,
audit.see_results,audit,BUTTONS,See Results,شاهد النتائج,
audit.retake,audit,BUTTONS,Retake Audit,أعد التدقيق,
audit.save_title,audit,CAPTURE,Save Your Results,احفظ نتائجك,
audit.send_report,audit,CAPTURE,Send My Report,أرسل تقريري,
audit.report_sent,audit,CAPTURE,Report Sent!,تم إرسال التقرير!,
audit.save_subtitle,audit,CAPTURE,Get a detailed report emailed and optionally join our waitlist.,احصل على تقرير مفصل عبر البريد وانضم اختيارياً لقائمة الانتظار.,
audit.capture_newsletter,audit,CAPTURE,"Monthly deliverability insights (no spam, just signal)","رؤى شهرية حول التسليم (لا رسائل مزعجة، فقط معلومات مفيدة)",
audit.capture_bonus,audit,CAPTURE,1,500 credits when we launch,1,500 رصيد عند الإطلاق,
audit.capture_waitlist,audit,CAPTURE,Notify me when self-serve launches,أعلمني عند إطلاق الخدمة الذاتية,
audit.capture_contact,audit,CAPTURE,Have someone reach out to discuss my audit results (no sales pitch),اجعل شخصاً يتواصل معي لمناقشة نتائج التدقيق (بدون محاولة بيع),
audit.capture_skip,audit,CAPTURE,"Skip, I'll just review on screen","تخطي، سأراجع على الشاشة فقط",
audit.recommendations_title,audit,RESULTS,Action Items by Section,بنود العمل حسب القسم,
audit.recommendations_subtitle,audit,RESULTS,Everything flagged based on your answers. Review what applies to you:,كل ما تم تمييزه بناءً على إجاباتك. راجع ما ينطبق عليك:,
audit.sos_title,audit,SOS PLUG,Not Sure What Applies to You?,لست متأكداً مما ينطبق عليك؟,
audit.sos_desc,audit,SOS PLUG,Every business is different. What's critical for a daily sender might be irrelevant for a monthly newsletter. If you're unsure which items actually matter for your situation, talk to someone who's seen it all.,كل عمل مختلف. ما هو حاسم لمرسل يومي قد لا يكون له صلة بنشرة شهرية. إذا لم تكن متأكداً أي العناصر تهم وضعك فعلاً، تحدث مع شخص رأى كل شيء.,
audit.sos_badge,audit,SOS PLUG,Free. No pitch. Just answers.,مجاني. لا عروض بيع. فقط إجابات.,
audit.sos_card_desc,audit,SOS PLUG,"The SOS Hotline connects you with YT, a deliverability specialist who's cleaned thousands of lists and diagnosed hundreds of sending problems. Ask anything.","SOS Hotline يوصلك بـ YT، أخصائي تسليم قام بتنظيف آلاف القوائم وتشخيص مئات مشاكل الإرسال. اسأل أي شيء.",DNT SOS Hotline, YT
audit.sos_cta,audit,SOS PLUG,Talk to a Specialist,تحدث إلى أخصائي,
audit.sos_learn_more,audit,SOS PLUG,Learn About SOS Hotline,تعرف أكثر على SOS Hotline,DNT SOS Hotline
audit.testimonial_quote,audit,TESTIMONIAL,Review My Emails goes beyond standard tools by identifying risky patterns others miss.,Review My Emails تتجاوز الأدوات القياسية بتحديد الأنماط الخطرة التي يفوتها الآخرون.,DNT Review My Emails
audit.testimonial_author,audit,TESTIMONIAL,"Julia S., Italy","جوليا س.، إيطاليا",DNT
audit.get_cleaning,audit,BUTTONS,Get Expert List Cleaning,احصل على تنظيف قوائم من خبراء,
about.email_link,about,CONTENT,Email,البريد الإلكتروني,
about.founder_title,about,CONTENT,"Founder, Review My Emails","مؤسس، Review My Emails",
audit.back,audit,CONTENT,Back,رجوع,
audit.built_by,audit,CONTENT,Built by,بواسطة,
audit.get_cleaned,audit,CONTENT,Get Your List Cleaned,نظف قائمتك,
audit.important,audit,CONTENT,Important:,هام:,
audit.what_cover,audit,CONTENT,What we'll cover,ما سنغطيه,
contact.modal_subtitle,common,CONTACT MODAL,Tell us what you're working on. We'll get back to you within one business day.,أخبرنا عما تعمل عليه. سنعود إليك خلال يوم عمل واحد.,
contact.modal_title,common,CONTACT MODAL,Get in Touch,تواصل معنا,
contact.submit,common,CONTACT MODAL,Send Message,أرسل الرسالة,
footer.legal,common,FOOTER,Privacy Policy · Terms,سياسة الخصوصية · الشروط,
form.email_label,common,FORM FIELDS,Email \*,البريد الإلكتروني \*,
form.message_hint,common,FORM FIELDS,Optional - but helps us prepare for the conversation.,اختياري - لكنه يساعدنا في التحضير للمحادثة.,
form.message_label,common,FORM FIELDS,Message,الرسالة,
form.message_optional_label,common,FORM FIELDS,Message (optional),الرسالة (اختياري),
form.name_label,common,FORM FIELDS,Name \*,الاسم \*,
form.timezone_label,common,FORM FIELDS,Timezone (optional),المنطقة الزمنية (اختياري),
form.timezone_select,common,FORM FIELDS,Select your timezone,اختر منطقتك الزمنية,
form.timezone_select_optional,common,FORM FIELDS,Select your timezone (optional),اختر منطقتك الزمنية (اختياري),
form.tz_alaska,common,FORM FIELDS,Alaska Time,توقيت ألاسكا,
form.tz_central,common,FORM FIELDS,Central Time (CT),التوقيت المركزي (CT),
form.tz_cet,common,FORM FIELDS,Central European Time (CET),توقيت وسط أوروبا (CET),
form.tz_eastern,common,FORM FIELDS,Eastern Time (ET),التوقيت الشرقي (ET),
form.tz_eet,common,FORM FIELDS,Eastern European Time,توقيت شرق أوروبا,
form.tz_gmt,common,FORM FIELDS,GMT / UTC,توقيت غرينتش / UTC,
form.tz_gulf,common,FORM FIELDS,Gulf Standard Time,توقيت الخليج القياسي,
form.tz_hawaii,common,FORM FIELDS,Hawaii Time,توقيت هاواي,
form.tz_india,common,FORM FIELDS,India Standard Time,توقيت الهند القياسي,
form.tz_japan,common,FORM FIELDS,Japan Standard Time,توقيت اليابان القياسي,
form.tz_london,common,FORM FIELDS,London (GMT/BST),لندن (GMT/BST),
form.tz_mountain,common,FORM FIELDS,Mountain Time (MT),التوقيت الجبلي (MT),
form.tz_nz,common,FORM FIELDS,New Zealand Time,توقيت نيوزيلندا,
form.tz_other,common,FORM FIELDS,Other,أخرى,
form.tz_pacific,common,FORM FIELDS,Pacific Time (PT),توقيت المحيط الهادئ (PT),
form.tz_singapore,common,FORM FIELDS,Singapore Time,توقيت سنغافورة,
form.tz_sydney,common,FORM FIELDS,Australian Eastern Time,توقيت شرق أستراليا,
modal.subtitle,common,CONTACT MODAL,Tell us about your situation and we'll get back to you within 24 hours.,أخبرنا عن وضعك وسنعود إليك خلال 24 ساعة.,
ui.message_received,common,UI,Message Received,تم استلام الرسالة,
ui.message_sent,common,UI,Message Sent!,تم إرسال الرسالة!,
ui.request_received,common,UI,Request Received,تم استلام الطلب,
ui.response_time,common,UI,We'll get back to you within 24-48 hours.,سنعود إليك خلال 24-48 ساعة.,
ui.response_time_business,common,UI,We'll get back to you within one business day.,سنعود إليك خلال يوم عمل واحد.,
Key,Page,Section,English,Arabic,Notes
dfy.hero_title,done-for-you,HERO,Validators check addresses. I read risk.,المدققون يفحصون العناوين. أنا أقرأ المخاطر.,
dfy.hero_subtitle,done-for-you,HERO,"Your list isn't broken. The assumptions behind it are. I read lists the way experience taught me, not the way software defaults to.","قائمتك ليست معطلة. الافتراضات التي بنيت عليها هي المشكلة. أقرأ القوائم كما علمتني الخبرة، وليس كما تفترض البرمجيات.",
dfy.hero_cta,done-for-you,HERO,Get My List Cleaned,تنظيف قائمتي,
dfy.hero_cta_secondary,done-for-you,HERO,Contact Us First,اتصل بنا أولاً,
dfy.output_title,done-for-you,OUTPUT,What You Get Back,ما الذي ستحصل عليه,
dfy.output_subtitle,done-for-you,OUTPUT,"Your list sorted into three buckets, with the labels and reasoning behind each decision.","قائمتك مصنفة إلى ثلاث مجموعات، مع التسميات والأسباب وراء كل قرار.",
dfy.output_safe,done-for-you,OUTPUT,Safe to Mail,آمن للإرسال (Safe),
dfy.output_safe_desc,done-for-you,OUTPUT,"No flags found. Domain checks out, validation passed, no risk signals. These are clear to send.","لم يتم العثور على أي علامات خطر. النطاق سليم، التحقق ناجح، ولا توجد إشارات خطر. هذه العناوين جاهزة للإرسال.",
dfy.output_yellow,done-for-you,OUTPUT,Yellow Flags,علامات صفراء (Yellow Flags),
dfy.output_yellow_desc,done-for-you,OUTPUT,Each address comes with specific labels explaining why it landed here. Context matters. How you segment and send to these decides the outcome.,كل عنوان يأتي مع تسميات محددة تشرح سبب وجوده هنا. السياق مهم. كيفية تقسيمك وإرسالك لهذه العناوين تحدد النتيجة.,
dfy.output_donotmail,done-for-you,OUTPUT,Do Not Mail,لا ترسل (Do Not Mail),
dfy.output_donotmail_desc,done-for-you,OUTPUT,"Each address comes with specific labels explaining why. Invalid, trap-likely, disposable, or other risk signals. Don't send here.","كل عنوان يأتي مع تسميات محددة تشرح السبب. غير صالح (Invalid)، محتمل أن يكون فخاً (Trap)، مؤقت (Disposable)، أو إشارات خطر أخرى. لا ترسل لهذه العناوين.",
dfy.output_note,done-for-you,OUTPUT,You also get the validation and DNS data that informed each decision. Not just buckets. The full picture.,ستحصل أيضاً على بيانات التحقق وDNS التي بني عليها كل قرار. ليس مجرد تصنيفات، بل الصورة الكاملة.,
dfy.howread_title,done-for-you,HOW I READ,How I Read Your List,كيف أقرأ قائمتك,
dfy.howread_beyond,done-for-you,HOW I READ,I Look Beyond the Address,أنظر إلى ما وراء العنوان,
dfy.howread_beyond_desc,done-for-you,HOW I READ,"Domain behavior, history, and patterns across your entire list. Context, not just existence. An address that ""works"" can still be dangerous.","سلوك النطاق، التاريخ، والأنماط عبر قائمتك بالكامل. السياق، وليس مجرد الوجود. العنوان الذي ""يعمل"" قد لا يزال خطيراً.",
dfy.howread_miss,done-for-you,HOW I READ,I Check What Others Miss,أتحقق مما يفوته الآخرون,
dfy.howread_miss_desc,done-for-you,HOW I READ,"Traps, role accounts, toxic domains, disposable patterns. The things that don't bounce but still hurt you. I've learned what to look for.","الفخاخ، حسابات الأدوار (Role Accounts)، النطاقات السامة، الأنماط المؤقتة. الأشياء التي لا ترتد ولكنها تضرك. لقد تعلمت ما يجب البحث عنه.",
dfy.howread_reasoning,done-for-you,HOW I READ,I Explain My Reasoning,أشرح أسبابي,
dfy.howread_reasoning_desc,done-for-you,HOW I READ,"Not just labels. You get the thinking behind each decision so you understand why, and can make smarter calls next time.","ليس مجرد تسميات. تحصل على التفكير وراء كل قرار لتفهم السبب، وتتمكن من اتخاذ قرارات أذكى في المرة القادمة.",
dfy.process_title,done-for-you,PROCESS,How It Works,كيف يعمل الأمر,
dfy.process_subtitle,done-for-you,PROCESS,Simple process. Expert execution.,عملية بسيطة. تنفيذ خبير.,
dfy.step1_title,done-for-you,PROCESS,Send Us Your List,أرسل لنا قائمتك,
dfy.step2_title,done-for-you,PROCESS,I Read Your List,أقرأ قائمتك,
dfy.step3_title,done-for-you,PROCESS,Get Labeled Results Back,استلم النتائج المصنفة,
dfy.step4_title,done-for-you,PROCESS,Optional: Book a Walkthrough Call,اختياري: احجز مكالمة شرح,
dfy.consult_title,done-for-you,CONSULTATION,Not Sure What You Need?,لست متأكداً مما تحتاجه؟,
dfy.consult_card,done-for-you,CONSULTATION,1:1 Call with YT,مكالمة فردية مع YT,DNT YT
dfy.consult_cta,done-for-you,CONSULTATION,Book a Free Consultation,احجز استشارة مجانية,
dfy.whofor_title,done-for-you,WHO FOR,Who This Is For,لمن هذه الخدمة,
dfy.whofor_yes,done-for-you,WHO FOR,This Is For You If,هذا لك إذا,
dfy.whofor_no,done-for-you,WHO FOR,Not For You If,ليس لك إذا,
dfy.whofor_partner,done-for-you,WHO FOR,Connect With a Partner,تواصل مع شريك,
dfy.pricing_title,done-for-you,PRICING,Pricing,التسعير,
dfy.notsure_title,done-for-you,PRICING,Not Sure Yet?,لست متأكداً بعد؟,
dfy.notsure_cta,done-for-you,PRICING,Learn About SOS Hotline,تعرف على خط SOS للطوارئ,DNT SOS Hotline
dfy.cta_title,done-for-you,CTA,Ready to Know What's Actually In Your List?,جاهز لمعرفة ما بداخل قائمتك حقاً؟,
dfy.cta_subtitle,done-for-you,CTA,"Send it over. I'll tell you what to keep, what to watch, and what to never send to again. With the reasoning behind every call.","أرسلها إلينا. سأخبرك بما يجب الاحتفاظ به، وما يجب مراقبته، وما لا يجب إرسال أي شيء إليه مرة أخرى. مع ذكر الأسباب وراء كل قرار.",
dfy.cta_footer,done-for-you,CTA,Most lists returned within 24-48 hours.,يتم إرجاع معظم القوائم خلال 24-48 ساعة.,
dfy.label_keep,done-for-you,OUTPUT,Keep,احتفاظ (Keep),DNT Keep
dfy.label_monitor,done-for-you,OUTPUT,Monitor,مراقبة (Monitor),DNT Monitor
dfy.label_suppress,done-for-you,OUTPUT,Suppress,حجب (Suppress),DNT Suppress
dfy.step1_desc,done-for-you,PROCESS,"CSV, Excel, whatever you have. We have seen it all. No judgment, no questions.","CSV، Excel، أياً كان ما لديك. لقد رأينا كل شيء. لا أحكام، لا أسئلة.",
dfy.step2_desc,done-for-you,PROCESS,"Every address gets examined. Domain patterns, history, risk signals. The full picture, not just a validity check.","يتم فحص كل عنوان. أنماط النطاق، التاريخ، إشارات الخطر. الصورة الكاملة، وليس مجرد فحص الصلاحية.",
dfy.step3_desc,done-for-you,PROCESS,"Keep, Monitor, or Suppress. With the specific reasons behind each decision. You will know what to do and why.","احتفاظ، مراقبة، أو حجب. مع الأسباب المحددة وراء كل قرار. ستعرف ماذا تفعل ولماذا.",
dfy.step4_desc,done-for-you,PROCESS,Talk through the results with me. Understand what we found and plan your next steps.,ناقش النتائج معي. افهم ما وجدناه وخطط لخطواتك التالية.,
dfy.consult_subtitle,done-for-you,CONSULTATION,No pressure, no pitch. Let's talk through your situation and figure out if list cleaning is even the right move.,لا ضغوط، لا عروض بيع. دعنا نناقش وضعك ونعرف ما إذا كان تنظيف القائمة هو الخطوة الصحيحة أصلاً.,
dfy.consult_badge,done-for-you,CONSULTATION,First Free Consultation,استشارة أولى مجانية,
dfy.consult_card_desc,done-for-you,CONSULTATION,Tell me what's going on with your list, your sending, your concerns. I'll give you my honest take on what you actually need—even if it's not me.,أخبرني بما يحدث مع قائمتك، إرسالك، ومخاوفك. سأعطيك رأيي الصادق حول ما تحتاجه حقاً—حتى لو لم يكن أنا.,
dfy.consult_duration,done-for-you,CONSULTATION,15-30 minutes. No commitment required.,15-30 دقيقة. لا التزام مطلوب.,
dfy.consult_topics_label,done-for-you,CONSULTATION,We can discuss,يمكننا مناقشة,
dfy.consult_topic1,done-for-you,CONSULTATION,Whether list cleaning makes sense for your situation,ما إذا كان تنظيف القائمة منطقياً لوضعك,
dfy.consult_topic2,done-for-you,CONSULTATION,What's likely causing your deliverability issues,ما الذي يسبب مشاكل التسليم لديك على الأرجح,
dfy.consult_topic3,done-for-you,CONSULTATION,Which service level fits your needs,أي مستوى خدمة يناسب احتياجاتك,
dfy.consult_topic4,done-for-you,CONSULTATION,Timeline and turnaround expectations,توقعات الجدول الزمني والتسليم,
dfy.consult_topic5,done-for-you,CONSULTATION,Questions about the process,أسئلة حول العملية,
dfy.whofor_yes1,done-for-you,WHO FOR,Running campaigns but seeing declining engagement,تدير حملات ولكن ترى تراجعاً في التفاعل,
dfy.whofor_yes2,done-for-you,WHO FOR,"Worried about bounces, complaints, or blocklists",قلق بشأن الارتدادات، الشكاوى، أو القوائم المحظورة,
dfy.whofor_yes3,done-for-you,WHO FOR,Inheriting a list you did not build,ورثت قائمة لم تقم ببنائها,
dfy.whofor_yes4,done-for-you,WHO FOR,"Under pressure to ""just send"" but sensing risk","تحت ضغط ""فقط أرسل"" لكنك تشعر بالخطر",
dfy.whofor_yes5,done-for-you,WHO FOR,Trying to explain deliverability risks internally,تحاول شرح مخاطر التسليم داخلياً,
dfy.whofor_no1,done-for-you,WHO FOR,You want someone to write or send campaigns for you,تريد شخصاً يكتب أو يرسل الحملات نيابة عنك,
dfy.whofor_no2,done-for-you,WHO FOR,You need ESP migration or setup help,تحتاج مساعدة في الانتقال أو الإعداد لـ ESP,DNT ESP
dfy.whofor_no3,done-for-you,WHO FOR,You want ongoing managed services,تريد خدمات إدارة مستمرة,
dfy.whofor_no4,done-for-you,WHO FOR,You need content or design work,تحتاج عمل محتوى أو تصميم,
dfy.testimonial_quote,done-for-you,TESTIMONIAL,The SOS Hotline gave me extremely helpful guidance. Yanna-Torry cleaned our list and supported us beyond the call.,أعطاني خط SOS للطوارئ توجيهات مفيدة للغاية. قامت يانا-توري بتنظيف قائمتنا ودعمتنا لما هو أبعد من المكالمة.,DNT SOS Hotline, Yanna-Torry
dfy.testimonial_author,done-for-you,TESTIMONIAL,"Megan S, UK","ميجان س، المملكة المتحدة",DNT
dfy.pricing_subtitle,done-for-you,PRICING,"Volume pricing: buy more credits, pay less per credit. No contracts, no tricks.","تسعير الحجم: اشترِ رصيداً أكثر، وادفع أقل لكل وحدة. لا عقود، لا حيل.",
dfy.pricing_contact,done-for-you,PRICING,Questions first?,لديك أسئلة أولاً؟,
dfy.pricing_just_ask,done-for-you,PRICING,Just ask,فقط اسأل,
dfy.notsure_desc,done-for-you,PRICING,Have a question before committing? Use the SOS Hotline. It is free. No sales pitch. Just honest answers.,لديك سؤال قبل الالتزام؟ استخدم خط SOS للطوارئ. إنه مجاني. لا عروض بيع. فقط إجابات صادقة.,DNT SOS Hotline
partner.title,partner,HERO,Partner With Us,كن شريكاً معنا,
partner.subtitle,partner,HERO,Work with Review My Emails to help your clients protect their sender reputation.,اعمل مع Review My Emails لمساعدة عملائك في حماية سمعة المرسل الخاصة بهم.,DNT Review My Emails
partner.types_title,partner,TYPES,Who We Work With,مع من نعمل,
partner.esp_title,partner,TYPES,Email Service Providers,موفرو خدمات البريد الإلكتروني (ESPs),
partner.esp_desc,partner,TYPES,Help your customers maintain clean lists. Reduce complaints and bounces before they hurt your shared infrastructure.,ساعد عملاءك في الحفاظ على قوائم نظيفة. قلل الشكاوى والارتدادات قبل أن تضر بنيتك التحتية المشتركة.,
partner.agency_title,partner,TYPES,Marketing Agencies,وكالات التسويق,
partner.agency_desc,partner,TYPES,Offer list hygiene as part of your email marketing services. Give clients clear recommendations, not just validation scores.,قدم نظافة القوائم كجزء من خدمات التسويق عبر البريد الإلكتروني. أعط العملاء توصيات واضحة، وليس مجرد درجات تحقق.,
partner.consultant_title,partner,TYPES,Deliverability Consultants,استشاريو التسليم (Deliverability),
partner.consultant_desc,partner,TYPES,Add list interpretation to your toolkit. Get detailed analysis you can use in client reports and remediation plans.,أضف تفسير القائمة إلى مجموعة أدواتك. احصل على تحليل مفصل يمكنك استخدامه في تقارير العملاء وخطط العلاج.,
partner.data_title,partner,TYPES,Data Providers,موفرو البيانات,
partner.data_desc,partner,TYPES,Validate the quality of email data before it reaches your customers. Reduce complaints and build trust.,تحقق من جودة بيانات البريد الإلكتروني قبل أن تصل لعملائك. قلل الشكاوى وابنِ الثقة.,
partner.cta_title,partner,CTA,Interested?,مهتم؟,
partner.cta_subtitle,partner,CTA,Reach out to discuss how we can work together. No pitch deck required. Just tell us what you are trying to solve.,تواصل لمناقشة كيف يمكننا العمل معاً. لا حاجة لعرض تقديمي. فقط أخبرنا بما تحاول حله.,
partner.cta_button,partner,CTA,Email Us,راسلنا,
partner.modal_title,partner,MODAL,Partner With Us,كن شريكاً معنا,
partner.modal_subtitle,partner,MODAL,Tell us about your business and we'll get back to you within 24 hours.,أخبرنا عن عملك وسنعود إليك خلال 24 ساعة.,
partner.modal_placeholder,partner,MODAL,Tell us about your business and how you'd like to partner...,أخبرنا عن عملك وكيف تود الشراكة...,
partner.modal_button,partner,MODAL,Send Message,أرسل الرسالة,
partner.modal_success_title,partner,MODAL,Message Received,تم استلام الرسالة,
partner.modal_success_text,partner,MODAL,We'll get back to you within 24 hours.,سنعود إليك خلال 24 ساعة.,
Key,Page,Section,English,Arabic,Notes
pricing.comp_them1,pricing,COMPARISON,Validators check if an inbox exists.,المدققون يفحصون ما إذا كان صندوق البريد موجوداً.,
pricing.comp_us1,pricing,COMPARISON,We assess whether sending there is safe.,نحن نقيم ما إذا كان الإرسال إلى هناك آمناً.,
pricing.comp_them2,pricing,COMPARISON,Validators give you a status.,المدققون يعطونك حالة.,
pricing.comp_us2,pricing,COMPARISON,We give you the reasoning behind a decision.,نحن نعطيك السبب وراء القرار.,
pricing.comp_them3,pricing,COMPARISON,Validators flag what bounces.,المدققون يضعون علامة على ما يرتد.,
pricing.comp_us3,pricing,COMPARISON,We flag what damages your reputation without bouncing.,نحن نضع علامة على ما يضر سمعتك دون أن يرتد.,
pricing.comp_them4,pricing,COMPARISON,Validators process volume.,المدققون يعالجون الحجم.,
pricing.comp_us4,pricing,COMPARISON,We interpret patterns across your entire list.,نحن نفسر الأنماط عبر قائمتك بالكامل.,
pricing.comp_them5,pricing,COMPARISON,Validators leave you guessing.,المدققون يتركونك تخمن.,
pricing.comp_us5,pricing,COMPARISON,We tell you what to do and why.,نحن نخبرك بما يجب فعله ولماذا.,
pricing.compare_title,pricing,COMPARISON,What You Are Actually Paying For,ما الذي تدفع مقابله بالفعل,
pricing.compare_subtitle,pricing,COMPARISON,The difference between checking and interpreting.,الفرق بين الفحص والتفسير.,
pricing.calc_heading,pricing,CALCULATOR,Calculate Your Price,احسب سعرك,
pricing.calc_intro,pricing,CALCULATOR,Simple. More volume, lower rate.,بسيط. حجم أكبر، سعر أقل.,
pricing.calc_subtitle,pricing,CALCULATOR,Pay only for what you need. Credits never expire.,ادفع فقط مقابل ما تحتاجه. الرصيد لا ينتهي أبداً.,
